1	2	
 5.7059e+01	 1.0000e+00	
 2.9684e+01	 2.0000e+00	
 1.5457e+01	 3.0000e+00	
 8.0648e+00	 4.0000e+00	
 4.2207e+00	 5.0000e+00	
 2.2187e+00	 6.0000e+00	
 1.1732e+00	 7.0000e+00	
 6.2422e-01	 8.0000e+00	
 3.3319e-01	 9.0000e+00	
 1.7618e-01	 1.0000e+01	
 8.8845e-02	 1.1000e+01	
 3.7796e-02	 1.2000e+01	
 5.6867e-03	 1.3000e+01	
-1.6489e-02	 1.4000e+01	
-3.3410e-02	 1.5000e+01	
-4.7509e-02	 1.6000e+01	
-6.0050e-02	 1.7000e+01	
-7.1694e-02	 1.8000e+01	
-8.2786e-02	 1.9000e+01	
-9.3508e-02	 2.0000e+01	
-1.0396e-01	 2.1000e+01	
-1.1419e-01	 2.2000e+01	
-1.2423e-01	 2.3000e+01	
-1.3409e-01	 2.4000e+01	
-1.4380e-01	 2.5000e+01	
-1.5335e-01	 2.6000e+01	
-1.6276e-01	 2.7000e+01	
-1.7203e-01	 2.8000e+01	
-1.8116e-01	 2.9000e+01	
-1.9016e-01	 3.0000e+01	
-1.9903e-01	 3.1000e+01	
-2.0778e-01	 3.2000e+01	
-2.1641e-01	 3.3000e+01	
-2.2492e-01	 3.4000e+01	
-2.3332e-01	 3.5000e+01	
-2.4160e-01	 3.6000e+01	
-2.4979e-01	 3.7000e+01	
-2.5786e-01	 3.8000e+01	
-2.6584e-01	 3.9000e+01	
-2.7372e-01	 4.0000e+01	
-2.8151e-01	 4.1000e+01	
-2.8920e-01	 4.2000e+01	
-2.9680e-01	 4.3000e+01	
-3.0432e-01	 4.4000e+01	
-3.1175e-01	 4.5000e+01	
-3.1910e-01	 4.6000e+01	
-3.2637e-01	 4.7000e+01	
-3.3356e-01	 4.8000e+01	
-3.4068e-01	 4.9000e+01	
-3.4772e-01	 5.0000e+01	
-3.5469e-01	 5.1000e+01	
-3.6159e-01	 5.2000e+01	
-3.6842e-01	 5.3000e+01	
-3.7518e-01	 5.4000e+01	
-3.8188e-01	 5.5000e+01	
-3.8852e-01	 5.6000e+01	
-3.9510e-01	 5.7000e+01	
-4.0161e-01	 5.8000e+01	
-4.0807e-01	 5.9000e+01	
-4.1448e-01	 6.0000e+01	
-4.2082e-01	 6.1000e+01	
-4.2711e-01	 6.2000e+01	
-4.3335e-01	 6.3000e+01	
-4.3954e-01	 6.4000e+01	
-4.4568e-01	 6.5000e+01	
-4.5177e-01	 6.6000e+01	
-4.5781e-01	 6.7000e+01	
-4.6381e-01	 6.8000e+01	
-4.6976e-01	 6.9000e+01	
-4.7566e-01	 7.0000e+01	
-4.8152e-01	 7.1000e+01	
-4.8734e-01	 7.2000e+01	
-4.9312e-01	 7.3000e+01	
-4.9886e-01	 7.4000e+01	
-5.0455e-01	 7.5000e+01	
-5.1021e-01	 7.6000e+01	
-5.1583e-01	 7.7000e+01	
-5.2142e-01	 7.8000e+01	
-5.2697e-01	 7.9000e+01	
-5.3248e-01	 8.0000e+01	
-5.3795e-01	 8.1000e+01	
-5.4340e-01	 8.2000e+01	
-5.4881e-01	 8.3000e+01	
-5.5419e-01	 8.4000e+01	
-5.5953e-01	 8.5000e+01	
-5.6485e-01	 8.6000e+01	
-5.7013e-01	 8.7000e+01	
-5.7538e-01	 8.8000e+01	
-5.8061e-01	 8.9000e+01	
-5.8580e-01	 9.0000e+01	
-5.9097e-01	 9.1000e+01	
-5.9611e-01	 9.2000e+01	
-6.0122e-01	 9.3000e+01	
-6.0631e-01	 9.4000e+01	
-6.1136e-01	 9.5000e+01	
-6.1640e-01	 9.6000e+01	
-6.2141e-01	 9.7000e+01	
-6.2639e-01	 9.8000e+01	
-6.3135e-01	 9.9000e+01	
-6.3628e-01	 1.0000e+02	
